Timestamp,intelligence_type,mentor_attribute,mentor_rol,mentor_career,mentor_skills,session_freq,mentor_age,mentor_gender,mentee_age,mentee_gender
2021/06/21 8:57:40 pm EET,"Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia visual-espacial: ¿Te interesan laberintos, rompecabezas o puedes visualizar el resultado de algo antes de hacerlo?",Humildad,Ofrecer orientación;Entregar apoyo en la toma de decisiones,Medicina,Habilidad para enseñar,Dos veces al mes (15 - 30 minutos de sesión),No es relevante,No es relevante,22,Mujer
2021/06/21 8:58:41 pm EET,Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?,Calma,Ayudar a resolver problemas;Motivar,Medicina,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,22,Mujer
2021/06/21 9:03:37 pm EET,"Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?",Calma,Entregar apoyo en la toma de decisiones,Medicina,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,19,Hombre
2021/06/21 9:04:18 pm EET,"Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?;Inteligencia Interpersonal: ¿Te gusta estar con gente e interactuar con diferentes personas?;Inteligencia lingüística: ¿Te gustan los idiomas, los juegos de palabras o contar historias?",Empatía,Tener disponibilidad para contestar preguntas;Motivar,Medicina,Habilidades comunicacionales,Una vez por semana (sesión de 15 a 30 minutos),23-29,No es relevante,19,Hombre
2021/06/21 9:06:08 pm EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Interpersonal: ¿Te gusta estar con gente e interactuar con diferentes personas?;Inteligencia visual-espacial: ¿Te interesan laberintos, rompecabezas o puedes visualizar el resultado de algo antes de hacerlo?",Empatía,Ofrecer orientación;Ayudar a resolver problemas,Tecnología de la Información (TI),Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,18,Hombre
2021/06/21 9:07:47 pm EET,"Inteligencia lingüística: ¿Te gustan los idiomas, los juegos de palabras o contar historias?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?;Inteligencia visual-espacial: ¿Te interesan laberintos, rompecabezas o puedes visualizar el resultado de algo antes de hacerlo?",Empatía,Entregar apoyo en la toma de decisiones;Tener disponibilidad para contestar preguntas,Desarrollo Web,Habilidades comunicacionales,Dos veces al mes (15 - 30 minutos de sesión),No es relevante,No es relevante,23,Mujer
2021/06/21 9:08:58 pm EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?",Meticulosidad (Cuidado y atención que se pone en una cosa que requiere gran precisión),Ofrecer orientación;Tener disponibilidad para contestar preguntas,Tecnología de la Información (TI),Habilidad para enseñar,"En lugar de sesiones, preferiría comunicación semanal vía email",30-36,No es relevante,18,Hombre
2021/06/21 9:13:43 pm EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?,Empatía,Ofrecer orientación;Motivar,Psicología / Recursos Humanos,Conocimientos especializados en el área seleccionada en la pregunta anterior,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,18,Hombre
2021/06/21 9:13:59 pm EET,Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?,Meticulosidad (Cuidado y atención que se pone en una cosa que requiere gran precisión),Ofrecer orientación,Investigación,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,19,Hombre
2021/06/21 9:14:31 pm EET,Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?,Humildad,Entregar apoyo en la toma de decisiones;Motivar,Emprendimiento / Innovación,Habilidades comunicacionales,Dos veces al mes (15 - 30 minutos de sesión),23-29,No es relevante,18,Hombre
2021/06/21 9:16:54 pm EET,Inteligencia Interpersonal: ¿Te gusta estar con gente e interactuar con diferentes personas?,Entusiasmo,Ofrecer orientación;Entregar apoyo en la toma de decisiones,Medicina,Conocimientos especializados en el área seleccionada en la pregunta anterior,Dos veces al mes (15 - 30 minutos de sesión),No es relevante,No es relevante,23,Mujer
2021/06/21 9:26:55 pm EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia Interpersonal: ¿Te gusta estar con gente e interactuar con diferentes personas?,Entusiasmo,Ofrecer orientación;Entregar apoyo en la toma de decisiones,Investigación,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,22,Mujer
2021/06/21 9:27:02 pm EET,"Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?;Inteligencia lingüística: ¿Te gustan los idiomas, los juegos de palabras o contar historias?",Empatía,Entregar apoyo en la toma de decisiones;Ayudar a resolver problemas,Medicina,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,21,Mujer
2021/06/21 9:29:37 pm EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?",Meticulosidad (Cuidado y atención que se pone en una cosa que requiere gran precisión),Entregar apoyo en la toma de decisiones;Motivar,Desarrollo Web,Conocimientos especializados en el área seleccionada en la pregunta anterior,Una vez al mes (sesión de 30 a 60 minutos),23-29,Mujer,18,Hombre
2021/06/21 9:30:31 pm EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?",Entusiasmo,Entregar apoyo en la toma de decisiones;Tener disponibilidad para contestar preguntas,Desarrollo Web,Conocimientos especializados en el área seleccionada en la pregunta anterior,"En lugar de sesiones, preferiría comunicación semanal vía email",23-29,No es relevante,18,Hombre
2021/06/21 9:36:56 pm EET,Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?,Entusiasmo,Ofrecer orientación;Ayudar a resolver problemas,Tecnología de la Información (TI),Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,19,Hombre
2021/06/21 9:40:20 pm EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?,Empatía,Tener disponibilidad para contestar preguntas,Emprendimiento / Innovación,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),30-36,No es relevante,21,Mujer
2021/06/21 9:45:43 pm EET,"Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?",Entusiasmo,Tener disponibilidad para contestar preguntas;tener absoluta claridad en explicar.,Psicología / Recursos Humanos,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,19,Hombre
2021/06/21 9:48:05 pm EET,"Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?",Meticulosidad (Cuidado y atención que se pone en una cosa que requiere gran precisión),Ofrecer orientación;Tener disponibilidad para contestar preguntas,Tecnología de la Información (TI),Conocimientos especializados en el área seleccionada en la pregunta anterior,"En lugar de sesiones, preferiría comunicación semanal vía email",No es relevante,No es relevante,"""18""",Hombre
2021/06/21 9:50:24 pm EET,"Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia visual-espacial: ¿Te interesan laberintos, rompecabezas o puedes visualizar el resultado de algo antes de hacerlo?",Entusiasmo,Ofrecer orientación;Motivar,Tecnología de la Información (TI),Conocimientos especializados en el área seleccionada en la pregunta anterior,Dos veces al mes (15 - 30 minutos de sesión),No es relevante,No es relevante,19,Hombre
2021/06/21 9:54:59 pm EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?;Inteligencia visual-espacial: ¿Te interesan laberintos, rompecabezas o puedes visualizar el resultado de algo antes de hacerlo?",Empatía,Ofrecer orientación;Tener disponibilidad para contestar preguntas,Desarrollo Web,Habilidad para enseñar,"En lugar de sesiones, preferiría comunicación semanal vía email",No es relevante,No es relevante,19,Hombre
2021/06/21 10:10:47 pm EET,Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?,Empatía,Ofrecer orientación;Motivar,Medicina,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,23,Mujer
2021/06/21 10:12:32 pm EET,"Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?;Inteligencia lingüística: ¿Te gustan los idiomas, los juegos de palabras o contar historias?",Calma,Ofrecer orientación,Arte,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,19,Hombre
2021/06/21 10:21:22 pm EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?,Entusiasmo,Entregar apoyo en la toma de decisiones;Ayudar a resolver problemas,Medicina,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),30-36,No es relevante,21,Mujer
2021/06/21 10:29:51 pm EET,Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?,Calma,Entregar apoyo en la toma de decisiones;Ayudar a resolver problemas,Tecnología de la Información (TI),Conocimientos especializados en el área seleccionada en la pregunta anterior,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,18,Hombre
2021/06/21 10:44:43 pm EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?",Calma,Ayudar a resolver problemas;Motivar,Psicología / Recursos Humanos,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,18,Hombre
2021/06/21 10:47:01 pm EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?",Humildad,Ofrecer orientación;Tener disponibilidad para contestar preguntas,Investigación,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,18,Hombre
2021/06/21 10:52:17 pm EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Interpersonal: ¿Te gusta estar con gente e interactuar con diferentes personas?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?",Entusiasmo,Tener disponibilidad para contestar preguntas;Ayudar a resolver problemas,Big Data,Conocimientos especializados en el área seleccionada en la pregunta anterior,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,20,Hombre
2021/06/21 11:05:42 pm EET,"Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?",Calma,Entregar apoyo en la toma de decisiones;Tener disponibilidad para contestar preguntas,Desarrollo Web,Habilidades técnicas,Dos veces al mes (15 - 30 minutos de sesión),No es relevante,No es relevante,18,Hombre
2021/06/21 11:20:48 pm EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?,Entusiasmo,Ofrecer orientación;Motivar,Medicina,Conocimientos especializados en el área seleccionada en la pregunta anterior,Una vez por semana (sesión de 15 a 30 minutos),23-29,No es relevante,19,Mujer
2021/06/22 12:21:29 am EET,"Inteligencia lingüística: ¿Te gustan los idiomas, los juegos de palabras o contar historias?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?;Inteligencia visual-espacial: ¿Te interesan laberintos, rompecabezas o puedes visualizar el resultado de algo antes de hacerlo?",Calma,Ofrecer orientación;Ayudar a resolver problemas,Psicología / Recursos Humanos,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,18,Mujer
2021/06/22 12:27:30 am EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?",Meticulosidad (Cuidado y atención que se pone en una cosa que requiere gran precisión),Ofrecer orientación;Entregar apoyo en la toma de decisiones,Desarrollo Web,Habilidad para enseñar,Dos veces al mes (15 - 30 minutos de sesión),No es relevante,Hombre,18,Hombre
2021/06/22 12:43:14 am EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?",Empatía,Ofrecer orientación;Tener disponibilidad para contestar preguntas,Medicina,Habilidad para enseñar,Dos veces al mes (15 - 30 minutos de sesión),No es relevante,No es relevante,24,Mujer
2021/06/22 12:57:24 am EET,"Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?;Inteligencia visual-espacial: ¿Te interesan laberintos, rompecabezas o puedes visualizar el resultado de algo antes de hacerlo?",Meticulosidad (Cuidado y atención que se pone en una cosa que requiere gran precisión),Ofrecer orientación;Tener disponibilidad para contestar preguntas,Medicina,Habilidades comunicacionales,Una vez por semana (sesión de 15 a 30 minutos),30-36,No es relevante,22,Mujer
2021/06/22 1:05:57 am EET,"Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia lingüística: ¿Te gustan los idiomas, los juegos de palabras o contar historias?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?",Empatía,Entregar apoyo en la toma de decisiones;Motivar,Medicina,Conocimientos especializados en el área seleccionada en la pregunta anterior,Dos veces al mes (15 - 30 minutos de sesión),30-36,No es relevante,21,Mujer
2021/06/22 1:38:49 am EET,Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?;Inteligencia Intrapersonal: ¿Reflexionas frecuentemente sobre tus emociones? ¿Te gusta planear cuidadosamente tus metas?,Meticulosidad (Cuidado y atención que se pone en una cosa que requiere gran precisión),Entregar apoyo en la toma de decisiones;Ayudar a resolver problemas,Medicina,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,19,Mujer
2021/06/22 1:39:35 am EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?;Inteligencia corporal-kinestésica: ¿Amas los deportes o crear cosas con tus manos?,Humildad,Entregar apoyo en la toma de decisiones;Ayudar a resolver problemas,Medicina,Habilidades de lectura,Una vez por semana (sesión de 15 a 30 minutos),23-29,No es relevante,19,Mujer
2021/06/22 1:49:45 am EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?,Empatía,Tener disponibilidad para contestar preguntas,Emprendimiento / Innovación,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),30-36,No es relevante,21,Mujer
2021/06/22 3:47:51 am EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?,Empatía,Ofrecer orientación;Motivar,Emprendimiento / Innovación,Habilidad para enseñar,Dos veces al mes (15 - 30 minutos de sesión),No es relevante,No es relevante,18,Hombre
2021/06/22 4:01:45 am EET,"Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Matemática: ¿Te llama la atención la simetría de las cosas, unir diferentes elementos o los juegos de estrategia?;Inteligencia Existencial: ¿Te intriga el sentido de la vida o saber que más hay allá en el universo?",Meticulosidad (Cuidado y atención que se pone en una cosa que requiere gran precisión),Entregar apoyo en la toma de decisiones;Motivar,Medicina,Conocimientos especializados en el área seleccionada en la pregunta anterior,Una vez por semana (sesión de 15 a 30 minutos),No es relevante,No es relevante,19,Mujer
2021/06/22 6:32:48 am EET,Inteligencia Natural: ¿Te llama la atención la naturaleza y sientes que te relaja?;Inteligencia Musical: ¿Te sientes atraído por la música y por entenderla & crearla?,Empatía,Tener disponibilidad para contestar preguntas,Emprendimiento / Innovación,Habilidad para enseñar,Una vez por semana (sesión de 15 a 30 minutos),30-36,No es relevante,21,Mujer
